Departamento;Municipio;Semester;count;min;max;mean;std,
CUNDINAMARCA;QUEBRADANEGRA;2025-S1;7546;0.0;0.0;0.0;0.0,
SANTANDER;SABANA DE TORRES;2025-S1;17666;0.0;5.9;0.012238197667836523;0.19584620861257537,
TOLIMA;ATACO;2025-S1;10088;0.0;13.6;0.04430015860428231;0.41439262907058416,
HUILA;PALERMO;2025-S1;18134;0.0;12.2;0.015832138524318955;0.22319140729910766,
ANTIOQUIA;SANTA FE DE ANTIOQUIA;2025-S1;9974;0.0;2.7;0.008171245237617806;0.1028053524415832,
BOLIVAR;EL CARMÉN DE BOLÍVAR;2025-S1;18127;0.0;17.3;0.004611904893253158;0.2107314076749726,
HUILA;BARAYA;2025-S1;8936;0.0;9.5;0.02029991047448523;0.2952671997039848,
CUNDINAMARCA;MOSQUERA;2025-S1;9082;0.0;2.5;0.004943844968068707;0.07199397171668591,
BOYACÁ;OTANCHE;2025-S1;8842;0.0;8.4;0.045125537208776295;0.42311544961985564,
NORTE DE SANTANDER;GRAMALOTE;2025-S1;9086;0.0;1.4;0.0016288795949812899;0.03594145025064164,
VALLE DEL CAUCA;BUGALAGRANDE;2025-S1;9057;0.0;3.8;0.010864524677045378;0.1410973098117264,
ANTIOQUIA;YOLOMBÓ;2025-S1;9014;0.0;0.0;0.0;0.0,
CUNDINAMARCA;MEDINA;2025-S1;14449;0.0;29.0;0.09896878676725032;1.041952052874905,
BOYACÁ;SANTA MARÍA;2025-S1;9082;0.0;2.0;0.0042942083241576745;0.05585676881979857,
PUTUMAYO;SANTIAGO;2025-S1;9082;0.0;6.4;0.0404976877339793;0.24549793893045108,
CALDAS;BELALCAZAR;2025-S1;8454;0.0;0.2;4.731488052992666e-05;0.003076013105402062,
LA GUAJIRA;URUMITA;2025-S1;9880;0.0;25.7;0.01180161943319838;0.5022959666356078,
MAGDALENA;ARACATACA;2025-S1;18803;0.0;11.4;0.005896931340743498;0.14221068063278777,
META;PUERTO LÓPEZ;2025-S1;7978;0.0;13.9;0.029042366507896714;0.42499930073611925,
LA GUAJIRA;RIOHACHA;2025-S1;65439;0.0;4.5;0.0011537462369534987;0.0516340897320416,
CUNDINAMARCA;BOJACÁ;2025-S1;7280;0.0;2.1;0.0037637362637362635;0.05640324662422556,
CESAR;AGUSTÍN CODAZZI;2025-S1;8930;0.0;10.9;0.005643896976483763;0.18778809504505975,
BOYACÁ;CHINAVITA;2025-S1;9080;0.0;0.0;0.0;0.0,
ANTIOQUIA;LIBORINA;2025-S1;8850;0.0;4.2;0.008203389830508476;0.134937793622179,
ATLANTICO;BARRANQUILLA;2025-S1;28876;0.0;0.2;0.00018008034353788615;0.004630273363274886,
ANTIOQUIA;REMEDIOS;2025-S1;8856;0.0;14.6;0.04257000903342366;0.5209871083735239,
SANTANDER;CHARALÁ;2025-S1;1489;0.0;15.9;0.06816655473472129;0.6844230237701564,
CESAR;PAILITAS;2025-S1;9714;0.0;0.0;0.0;0.0,
CUNDINAMARCA;NEMOCÓN;2025-S1;9070;0.0;6.2;0.002579933847850055;0.09617197855650556,
ATLANTICO;JUAN DE ACOSTA;2025-S1;9604;0.0;3.0;0.045980841316118286;0.1955867502393425,
NARIÑO;IPIALES;2025-S1;8844;0.0;5.48;0.018033695160560834;0.1488046175314139,
CUNDINAMARCA;CARMEN DE CARUPA;2025-S1;9088;0.0;10.8;0.009132922535211268;0.20565408497377358,
SUCRE;SAN PEDRO;2025-S1;9088;0.0;3.3;0.005028609154929578;0.06355122223571046,
SANTANDER;LEBRIJA;2025-S1;73540;0.0;23.0;0.008048680989937449;0.35393647179122584,
HUILA;ELÍAS;2025-S1;8808;0.0;8.4;0.01775658492279746;0.21316468128289318,
BOYACÁ;MACANAL;2025-S1;866;0.0;0.1;0.0002309468822170901;0.004802914652602212,
ANTIOQUIA;MEDELLÍN;2025-S1;67556;0.0;9.4;0.005968381786961928;0.10627235372621013,
SANTANDER;PALMAR;2025-S1;1484;0.0;3.1;0.019272237196765497;0.18256583995329095,
CUNDINAMARCA;UNE;2025-S1;9088;0.0;2.2;0.002816901408450704;0.05495968021383459,
ANTIOQUIA;SEGOVIA;2025-S1;8894;0.0;11.3;0.04804362491567348;0.4581828396724212,
SANTANDER;CONFINES;2025-S1;1488;0.0;21.9;0.10611559139784947;1.103559792343817,
NARIÑO;PASTO;2025-S1;37320;0.0;6.3;0.02472132904608789;0.146814482931916,
SANTANDER;GIRÓN;2025-S1;18976;0.0;0.4;0.0007272344013490726;0.012169129099655332,
BOYACÁ;TUTA;2025-S1;10564;0.0;5.1;0.007127981825066264;0.12212160245855984,
NORTE DE SANTANDER;CÁCHIRA;2025-S1;9088;0.0;1.4;0.0028169014084507044;0.038583775734967775,
SUCRE;SAMPUÉS;2025-S1;9702;0.0;26.7;0.05809111523397238;1.1271801012559475,
CUNDINAMARCA;GUASCA;2025-S1;11182;0.0;0.4;0.0032910033983187263;0.022852034077779245,
HUILA;COLOMBIA;2025-S1;6212;0.0;0.6;0.0019317450096587253;0.0247896286758464,
CAQUETA;FLORENCIA;2025-S1;26868;0.0;8.3;0.011087539079946406;0.14459235757179054,
BOYACÁ;ZETAQUIRÁ;2025-S1;9084;0.0;0.6;0.002069572875385293;0.022894893678501803,
BOLIVAR;SANTA CATALINA;2025-S1;9924;0.0;0.4;0.00024183796856106407;0.008975649754143996,
QUINDÍO;ARMENIA;2025-S1;56793;0.0;21.6;0.009035638194847956;0.2829344713111851,
ATLANTICO;SABANALARGA;2025-S1;8432;0.0;8.5;0.009962049335863378;0.24740215603840754,
TOLIMA;CAJAMARCA;2025-S1;9082;0.0;3.5;0.007674521030609998;0.102761713757391,
META;ACACÍAS;2025-S1;8063;0.0;0.9;0.0008185538881309687;0.02009218874749929,
NORTE DE SANTANDER;CÚCUTA;2025-S1;76543;0.0;24.5;0.008618815567720105;0.2533630550676177,
MAGDALENA;PIVIJAI;2025-S1;9084;0.0;0.1;0.001067811536767944;0.010278743250997271,
BOYACÁ;CUÍTIVA;2025-S1;17714;0.0;13.5;0.005165405893643446;0.16008546617891778,
VALLE DEL CAUCA;PALMIRA;2025-S1;60078;0.0;23.3;0.006839425413628949;0.3647941909762425,
CHOCO;CÉRTEGUI;2025-S1;8212;0.0;28.907;0.14459668777398926;1.7298093491452866,
ATLANTICO;SUAN;2025-S1;9786;0.0;8.1;0.010504802779480892;0.23874568032685684,
HUILA;ALGECIRAS;2025-S1;8457;0.0;5.0;0.012179259784793662;0.139597312576536,
SANTANDER;FLORIDABLANCA;2025-S1;3164;0.0;2.6;0.004993678887484198;0.10164797615836066,
BOLIVAR;SAN JACINTO DEL CAUCA;2025-S1;9014;0.0;15.3;0.050987353006434435;0.5531995647241499,
HUILA;ISNOS;2025-S1;9084;0.0;3.0;0.01279172170849846;0.110881886179646,
BOYACÁ;ARCABUCO;2025-S1;1472;0.0;18.5;0.14055706521739134;1.1655748569916924,
NORTE DE SANTANDER;ARBOLEDAS;2025-S1;7610;0.0;2.4;0.0019185282522996058;0.05257464948902903,
HUILA;LA ARGENTINA;2025-S1;10138;0.0;6.5;0.017311106727165123;0.18388030384140974,
RISARALDA;SANTA ROSA DE CABAL;2025-S1;9082;0.0;6.2;0.01720986566835499;0.22128258788661825,
CUNDINAMARCA;CABRERA;2025-S1;16809;0.0;3.8;0.007507882681896602;0.09416347585956976,
CESAR;GAMARRA;2025-S1;9088;0.0;0.0;0.0;0.0,
BOLIVAR;ARJONA;2025-S1;9084;0.0;4.6;0.0049317481285777185;0.11903454779906558,
CUNDINAMARCA;CHÍA;2025-S1;18176;0.0;5.6;0.0031249999999999997;0.09192500382035763,
SANTANDER;CIMITARRA;2025-S1;17798;0.0;12.8;0.014012810428137993;0.2860944641675747,
CHOCO;EL CARMEN;2025-S1;9084;0.0;0.8;0.004601497137824747;0.03602459406098141,
META;LEJANÍAS;2025-S1;9084;0.0;6.0;0.029370321444297666;0.26747912821257347,
VALLE DEL CAUCA;CARTAGO;2025-S1;3131;0.0;1.9;0.0037048866176940276;0.06429023476405644,
HUILA;CAMPOALEGRE;2025-S1;15894;0.0;24.8;0.02105826097898578;0.4460317281610025,
SANTANDER;SAN VICENTE DE CHUCURÍ;2025-S1;9614;0.0;9.4;0.015997503640524238;0.27563787627428976,
ANTIOQUIA;SANTA ROSA DE OSOS;2025-S1;9082;0.0;0.4;0.0020920502092050207;0.016725206232312686,
CUNDINAMARCA;CÁQUEZA;2025-S1;9524;0.0;0.0;0.0;0.0,
CUNDINAMARCA;SIMIJACA;2025-S1;1459;0.0;26.7;0.07799862919808087;1.039746380122356,
CASANARE;TRINIDAD;2025-S1;9088;0.0;11.2;0.05884683098591549;0.3303556971326673,
CUNDINAMARCA;GUAYABETAL;2025-S1;59226;0.0;0.0;0.0;0.0,
HUILA;SAN AGUSTÍN;2025-S1;8169;0.0;16.8;0.057191822744521975;0.8385718016688161,
CESAR;CURUMANÍ;2025-S1;9086;0.0;0.5;0.0004732555580013208;0.009886338094241935,
CUNDINAMARCA;ANAPOIMA;2025-S1;9084;0.0;6.2;0.006913254073095552;0.16655442764806416,
BOYACÁ;CORRALES;2025-S1;1476;0.0;4.4;0.01619241192411924;0.17778867927394953,
NORTE DE SANTANDER;TOLEDO;2025-S1;9088;0.0;1.6;0.006161971830985916;0.0634773572600621,
TOLIMA;ALPUJARRA;2025-S1;9062;0.0;7.7;0.013970425954535423;0.19945055973340023,
HUILA;SANTA MARÍA;2025-S1;19232;0.0;7.0;0.01781405990016639;0.1661827534961912,
SANTANDER;SIMACOTA;2025-S1;8852;0.0;7.8;0.01940804338002711;0.25150899195981286,
META;RESTREPO;2025-S1;9084;0.0;16.1;0.06030383091149273;0.6506143880658027,
HUILA;TERUEL;2025-S1;8684;0.0;12.6;0.07710732381391064;0.5884144751849558,
HUILA;PITALITO;2025-S1;9084;0.0;5.0;0.01734918538088948;0.15699260215481864,
ANTIOQUIA;SONSÓN;2025-S1;16793;0.0;8.8;0.0231167748466623;0.24186453996701696,
HUILA;LA PLATA;2025-S1;17824;0.0;9.8;0.031160233393177743;0.2816672740229802,
CASANARE;TÁMARA;2025-S1;7483;0.0;5.0;0.2082720833890151;0.47382685614770614,
ANTIOQUIA;SAN CARLOS;2025-S1;8820;0.0;20.7;0.06640589569160998;0.6586395888876205,
CUNDINAMARCA;GUTIÉRREZ;2025-S1;8990;0.0;2.6;0.01268075639599555;0.09636535965839102,
CORDOBA;CHINÚ;2025-S1;8930;0.0;11.1;0.06044792833146696;0.27165537191326666,
NARIÑO;CUMBITARA;2025-S1;9084;0.0;2.6;0.014916336415675914;0.09211380958157658,
TOLIMA;FRESNO;2025-S1;9088;0.0;1.7;0.00742737676056338;0.0676839834070443,
CUNDINAMARCA;GUADUAS;2025-S1;8790;0.0;8.7;0.009647326507394765;0.1876739627505069,
CUNDINAMARCA;SUESCA;2025-S1;9082;0.0;0.6;0.002752697643690817;0.029738763777555702,
CUNDINAMARCA;FACATATIVÁ;2025-S1;9082;0.0;1.2;0.004073992512662409;0.04791577407080785,
CORDOBA;PUERTO LIBERTADOR;2025-S1;17862;0.0;4.4;0.008162579778300302;0.12230863803342597,
VALLE DEL CAUCA;BUENAVENTURA;2025-S1;9086;0.0;1.3;0.006889720449042483;0.04966448076251287,
ATLANTICO;SABANAGRANDE;2025-S1;9889;0.0;1.71;0.0018768328445747803;0.05431982887399546,
BOYACÁ;RAMIRIQUÍ;2025-S1;8722;0.0;1.5;0.0037147443246961704;0.04788814017088647,
CORDOBA;PUEBLO NUEVO;2025-S1;9088;0.0;0.7;0.0010123239436619718;0.0170792552408363,
SANTANDER;TONA;2025-S1;17266;0.0;4.6;0.002397775975906406;0.0726163773601328,
ANTIOQUIA;VALDIVIA;2025-S1;17890;0.0;10.4;0.017124650642817218;0.24632066857329793,
NARIÑO;ALDANA;2025-S1;49784;0.0;12.7;0.012566467138036318;0.20636456091609795,
ANTIOQUIA;ANGOSTURA;2025-S1;18174;0.0;4.4;0.006030593155056675;0.09960551889964744,
CORDOBA;PLANETA RICA;2025-S1;9084;0.0;0.6;0.0004953764861294584;0.010214967904239522,
MAGDALENA;EL BANCO;2025-S1;18621;0.0;9.5;0.04584071746952366;0.2635817044238513,
CUNDINAMARCA;JUNÍN;2025-S1;9906;0.0;0.0;0.0;0.0,
SANTANDER;BARRANCABERMEJA;2025-S1;26816;0.0;27.22;0.011361314140811455;0.31428821761286835,
ANTIOQUIA;BELLO;2025-S1;9082;0.0;0.0;0.0;0.0,
SANTANDER;VETAS;2025-S1;8474;0.0;0.2;0.00064904413500118;0.008868675204829838,
CAUCA;POPAYÁN;2025-S1;15038;0.0;0.1;0.00015959569091634527;0.003991886517233353,
TOLIMA;ARMERO;2025-S1;9014;0.0;4.4;0.007477257599289994;0.11904797882525113,
SANTANDER;LOS SANTOS;2025-S1;7700;0.0;0.4;0.0002077922077922078;0.00789319808313949,
ANTIOQUIA;PUERTO BERRÍO;2025-S1;9592;0.0;0.0;0.0;0.0,
BOYACÁ;TUNJA;2025-S1;9084;0.0;1.6;0.0019374724790841042;0.041290826395461486,
CORDOBA;LORICA;2025-S1;9038;0.0;13.4;0.02159769860588626;0.3828780039666011,
ARAUCA;TAME;2025-S1;9086;0.0;0.2;8.804754567466433e-05;0.004195675656818795,
CUNDINAMARCA;ZIPAQUIRÁ;2025-S1;9072;0.0;1.2;0.002248677248677249;0.03922145962856154,
NORTE DE SANTANDER;SARDINATA;2025-S1;1694;0.0;0.2;0.0028335301062573795;0.023643331423163844,
SANTANDER;CHIMA;2025-S1;1489;0.0;19.0;0.09583613163196777;0.9619278721367979,
BOLIVAR;MAGANGUÉ;2025-S1;18836;0.0;7.8;0.04146846464217455;0.20635239384832385,
BOYACÁ;CHISCAS;2025-S1;27844;0.0;2.31;0.004082746731791409;0.057742887377467106,
ANTIOQUIA;ABRIAQUÍ;2025-S1;9084;0.0;0.6;0.003280493174812858;0.027725715963818284,
CASANARE;AGUAZUL;2025-S1;1431;0.0;0.0;0.0;0.0,
SANTANDER;GUADALUPE;2025-S1;1494;0.0;16.2;0.1294511378848728;1.0031444700632757,
NARIÑO;IMUÉS;2025-S1;1180;0.0;3.5;0.10711864406779661;0.3091208955506146,
ANTIOQUIA;VIGIA DEL FUERTE;2025-S1;9074;0.0;0.0;0.0;0.0,
TOLIMA;RONCESVALLES;2025-S1;18963;0.0;5.0;0.011116384538311447;0.12347512389049214,
CUNDINAMARCA;VILLETA;2025-S1;17680;0.0;20.0;0.01652714932126697;0.3680668466863533,
BOYACÁ;LA CAPILLA;2025-S1;9080;0.0;0.8;0.0012995594713656388;0.019814830654065908,
ANTIOQUIA;URAMITA;2025-S1;8898;0.0;1.9;0.004472915261856596;0.0567783481788176,
CAUCA;PATÍA;2025-S1;17471;0.0;6.6;0.01588918779692061;0.17569376123563712,
ANTIOQUIA;CAUCASIA;2025-S1;26425;0.0;15.4;0.024893093661305585;0.3894958063430919,
TOLIMA;IBAGUÉ;2025-S1;27358;0.0;6.0;0.005898823013378171;0.12172939113675113,
TOLIMA;MELGAR;2025-S1;9088;0.0;0.4;4.4014084507042256e-05;0.004195906791483446,
NARIÑO;TÚQUERRES;2025-S1;3961;0.0;7.1;0.023832365564251452;0.24216522486522277,
NARIÑO;TANGUA;2025-S1;17956;0.0;13.7;0.0373746936957006;0.29033324202782745,
SANTANDER;ENCINO;2025-S1;1480;0.0;14.7;0.13229729729729728;0.9734876932126588,
SANTANDER;ZAPATOCA;2025-S1;1480;0.0;2.9;0.01472972972972973;0.13526047765956983,
CUNDINAMARCA;LA CALERA;2025-S1;9080;0.0;0.4;0.00472466960352423;0.026063272232969923,
ANTIOQUIA;FRONTINO;2025-S1;11494;0.0;6.4;0.011336349399686795;0.1483318518203054,
TOLIMA;PLANADAS;2025-S1;13417;0.0;6.0;0.011515241857345159;0.13722994707083802,
TOLIMA;CHAPARRAL;2025-S1;9110;0.0;7.2;0.022327113062568606;0.2283215124629344,
LA GUAJIRA;MAICAO;2025-S1;9490;0.0;24.2;0.010115911485774499;0.49266822553394995,
BOYACÁ;TIBASOSA;2025-S1;9076;0.0;6.4;0.0046496253856324376;0.10969719695710245,
QUINDÍO;CALARCÁ;2025-S1;9084;0.0;10.5;0.03251871422280933;0.3095055369446264,
CASANARE;OROCUÉ;2025-S1;8083;0.0;7.4;0.01974514412965483;0.22006744455517424,
CAQUETA;SOLANO;2025-S1;8316;0.0;2.8;0.008826358826358825;0.085687868074043,
ANTIOQUIA;CÁCERES;2025-S1;9088;0.0;4.2;0.005193661971830986;0.0940597619587395,
CHOCO;LLORÓ;2025-S1;4818;0.0;9.1;0.10523038605230386;0.5437298421303179,
TOLIMA;VENADILLO;2025-S1;9084;0.0;11.6;0.013254073095552621;0.28940028983238664,
NORTE DE SANTANDER;PAMPLONA;2025-S1;9084;0.0;0.9;0.0031924262439453985;0.03443032819487017,
ANTIOQUIA;AMALFI;2025-S1;8858;0.0;5.1;0.011661774666967712;0.14110378707207444,
NORTE DE SANTANDER;DURANIA;2025-S1;9088;0.0;0.0;0.0;0.0,
RISARALDA;PEREIRA;2025-S1;55798;0.0;23.2;0.0015054303021613679;0.1439294736526466,
HUILA;SALADOBLANCO;2025-S1;8686;0.0;2.8;0.015749481924936682;0.12543325990802265,
CUNDINAMARCA;SAN FRANCISCO;2025-S1;8966;0.0;3.4;0.008119562792772697;0.11633408428578904,
TOLIMA;MARIQUITA;2025-S1;19098;0.0;12.4;0.029034453869515132;0.3991750929703005,
META;VISTAHERMOSA;2025-S1;9082;0.0;1.8;0.0035454745650737728;0.04227043327998729,
TOLIMA;ESPINAL;2025-S1;9084;0.0;15.8;0.009852487890797006;0.2795043272987497,
GUAINÍA;INÍRIDA;2025-S1;8530;0.0;13.9;0.026776084407971867;0.31725393255751055,
TOLIMA;SALDAÑA;2025-S1;9014;0.0;10.2;0.013556689593964942;0.22586627559582131,
CASANARE;TAURAMENA;2025-S1;8744;0.0;0.5;0.0023604757548032936;0.01856927571916579,
ATLANTICO;SOLEDAD;2025-S1;59103;0.0;7.8;0.0004240055496336903;0.04708359931768784,
SANTANDER;SOCORRO;2025-S1;9086;0.0;6.2;0.006999779881135814;0.12864597506893682,
HUILA;AIPE;2025-S1;9038;0.0;7.3;0.020690418234122595;0.25003947719520103,
ANTIOQUIA;ARGELIA;2025-S1;9084;0.0;16.3;0.09038969616908851;0.662550314083069,
META;VILLAVICENCIO;2025-S1;9084;0.0;12.6;0.04284456186701893;0.4945552825562355,
SANTANDER;EL CARMEN;2025-S1;1488;0.0;14.5;0.10040322580645161;0.7979545800432808,
ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA;SAN ANDRES Y  PROVIDENCIA;2025-S1;20084;0.0;10.6;0.03845349531965744;0.3356324245538889,
SUCRE;MAJAGUAL;2025-S1;9038;0.0;0.1;0.0002876742642177473;0.005356103441477139,
ANTIOQUIA;CALDAS;2025-S1;8768;0.0;4.8;0.022331204379562045;0.202591725190349,
HUILA;NEIVA;2025-S1;9050;0.0;0.0;0.0;0.0,
VAUPES;MITÚ;2025-S1;8596;0.0;15.2;0.04804560260586319;0.4504379829814146,
SANTANDER;MOGOTES;2025-S1;10554;0.0;20.1;0.026805002842524166;0.4168222872754179,
CUNDINAMARCA;SAN CAYETANO;2025-S1;8880;0.0;0.2;0.00625;0.024485067426109595,
CAUCA;CORINTO;2025-S1;9078;0.0;7.7;0.02098479841374752;0.2212846196192731,
ATLANTICO;MANATÍ;2025-S1;9084;0.0;1.2;0.0012769704975781595;0.027652049088764702,
ANTIOQUIA;DABEIBA;2025-S1;17416;0.0;1.8;0.07571198897565458;0.16762792070872715,
CORDOBA;SAHAGÚN;2025-S1;9084;0.0;14.2;0.00777190664905328;0.23611299266109306,
SANTANDER;PÁRAMO;2025-S1;8948;0.0;11.8;0.023558337058560575;0.3820368461863021,
QUINDÍO;SALENTO;2025-S1;9088;0.0;6.2;0.01897007042253521;0.18866572908230844,
MAGDALENA;SAN SEBASTIÁN DE BUENAVISTA;2025-S1;9050;0.0;12.7;0.00574585635359116;0.19497534363292626,
BOYACÁ;VILLA DE LEIVA;2025-S1;10984;0.0;8.8;0.01747997086671522;0.24502030337536507,
TOLIMA;RIOBLANCO;2025-S1;8870;0.0;11.0;0.03793686583990981;0.3797270183750834,
CORDOBA;MONTELÍBANO;2025-S1;9084;0.0;6.3;0.003963011889035667;0.11192142084867572,
CALDAS;MANZANARES;2025-S1;9084;0.0;8.0;0.03918978423601937;0.3077566073081858,
LA GUAJIRA;FONSECA;2025-S1;18030;0.0;15.6;0.007398779811425401;0.17645114017325825,
CUNDINAMARCA;CUCUNUBÁ;2025-S1;9086;0.0;2.6;0.006053268765133172;0.08581704196148984,
META;PUERTO GAITÁN;2025-S1;9052;0.0;7.2;0.018172779496243924;0.22674471848253636,
QUINDÍO;BUENAVISTA;2025-S1;8792;0.0;10.8;0.04353958143767061;0.30816682121364736,
CUNDINAMARCA;ANOLAIMA;2025-S1;10124;0.0;2.2;0.0033188463058079812;0.055167152145991084,
BOYACÁ;COVARACHÍA;2025-S1;1494;0.0;1.3;0.004149933065595716;0.05921042439465239,
TOLIMA;VALLE DE SAN JUAN;2025-S1;10022;0.0;25.9;0.044092995410097785;0.9163967406433079,
HUILA;GARZÓN;2025-S1;10040;0.0;3.5;0.011394422310756974;0.10842416791486857,
HUILA;ALTAMIRA;2025-S1;9050;0.0;4.3;0.015082872928176795;0.11500872647768418,
QUINDÍO;PIJAO;2025-S1;9072;0.0;3.6;0.0032186948853615525;0.08261118230800789,
NARIÑO;MALLAMA;2025-S1;8894;0.0;6.2;0.07618619293906004;0.3333780494198467,
BOYACÁ;CAMPOHERMOSO;2025-S1;8810;0.0;0.0;0.0;0.0,
MAGDALENA;ZONA BANANERA;2025-S1;8886;0.0;8.3;0.004163853252306999;0.10796419581464313,
VALLE DEL CAUCA;ZARZAL;2025-S1;9034;0.0;6.8;0.005268983838831082;0.1093387613151165,
TOLIMA;PIEDRAS;2025-S1;9808;0.0;0.2;0.0002854812398042415;0.007551196070915658,
MAGDALENA;PLATO;2025-S1;9252;0.0;16.5;0.03365758754863813;0.26673762354378905,
CASANARE;MANI;2025-S1;8696;0.0;0.4;0.002575896964121435;0.02596565145629105,
BOYACÁ;MONIQUIRÁ;2025-S1;9086;0.0;4.6;0.009443099273607748;0.12047867384358492,
SANTANDER;OIBA;2025-S1;1478;0.0;18.4;0.09803788903924221;0.9873212186588296,
SANTANDER;ONZAGA;2025-S1;1482;0.0;6.9;0.03576248313090419;0.3696126304015752,
SANTANDER;SAN BENITO;2025-S1;1472;0.0;0.0;0.0;0.0,
BOYACÁ;TASCO;2025-S1;1465;0.0;6.9;0.017474402730375427;0.23734738451447554,
RISARALDA;LA VIRGINIA;2025-S1;29604;0.0;1.778;0.0035864072422645593;0.05002134056969853,
BOYACÁ;SOCOTÁ;2025-S1;8018;0.0;2.3;0.09287852332252433;0.2090575213543882,
BOYACÁ;LABRANZAGRANDE;2025-S1;8444;0.0;2.9;0.014542870677404071;0.09194371252428522,
BOYACÁ;PISVA;2025-S1;1430;19.2;25.6;21.773426573426573;3.1391554370237578,
NARIÑO;BARBACOAS;2025-S1;5496;0.0;13.3;0.19042940320232896;0.8718044820301147,
ANTIOQUIA;SAN ROQUE;2025-S1;8794;0.0;13.6;0.015010234250625426;0.2590033845758737,
BOLIVAR;EL GUAMO;2025-S1;7754;0.0;0.5;0.000157338148052618;0.008059561965541676,
NORTE DE SANTANDER;OCAÑA;2025-S1;6462;0.0;0.2;0.00205818632002476;0.014628591360050121,
ATLANTICO;REPELÓN;2025-S1;3792;0.0;1.2;0.0015822784810126582;0.03948530082910938,
AMAZONAS;PUERTO NARIÑO;2025-S1;1972;0.0;3.0;0.0030425963488843813;0.09551522392782257,
VALLE DEL CAUCA;ARGELIA;2025-S1;3658;0.0;3.3;0.014078731547293603;0.1258332309173292,
VALLE DEL CAUCA;LA CUMBRE;2025-S1;7124;0.0;6.0;0.012970241437394723;0.1821153988221835,
BOYACÁ;PÁEZ;2025-S1;2604;0.0;0.0;0.0;0.0,
BOYACÁ;PAJARITO;2025-S1;2960;0.0;0.487;0.002604054054054054;0.026069498915224525,
ANTIOQUIA;GIRALDO;2025-S1;6106;0.0;4.6;0.19472649852603996;0.37354143168859727,
CORDOBA;CHIMA;2025-S1;2192;0.0;0.0;0.0;0.0,
BOYACÁ;MOTAVITA;2025-S1;4994;0.0;3.4;0.002883460152182619;0.07652381254356318,
CORDOBA;TIERRALTA;2025-S1;2154;0.0;2.8;0.0054317548746518115;0.09975922818453102,
CASANARE;HATO COROZAL;2025-S1;8;0.0;10.9;2.725;5.045719543760406,
ANTIOQUIA;VEGACHÍ;2025-S1;1160;0.0;0.0;0.0;0.0,
CHOCO;ATRATO;2025-S1;552;0.0;0.0;0.0;0.0,
